"ImageName","Grade","TrackID"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540215335181"
"various_C3_equirec_2048x1024_CSH_q00.jpg","5","1540215356993"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","5","1540215371961"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540215387739"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540215400330"
"various_C11_equirec_2048x1024_CSH_q00.jpg","3","1540215456760"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","5","1540215466773"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540215482220"
"various_C8_equirec_2048x1024_CSH_q00.jpg","2","1540215495590"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540215502616"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","4","1540215514757"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","3","1540215521574"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","4","1540215531172"
"various_C10_equirec_2048x1024_CSH_q00.jpg","2","1540215536034"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","3","1540215540157"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540215546443"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540215550651"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","1","1540215556604"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","4","1540215560735"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540215570958"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540215578787"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540215582663"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540215591972"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","2","1540215596424"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","3","1540215600063"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","5","1540215604702"
"various_C12_equirec_2048x1024_CSH_q00.jpg","4","1540215615849"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","2","1540215619262"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","4","1540215622253"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","4","1540215626378"
