Time,Roll,Pitch,Yaw
1540217399561,0.0,0.0,0.0
1540217399594,0.029704459262563262,-1.5599513768100828,-0.15798215240591504
1540217399628,0.026194314907951943,-1.5729496451828076,-0.1642145126022135
1540217399662,0.02418721620545258,-1.584941947669014,-0.16759987983061503
1540217399695,0.020142593309910015,-1.5965556209853424,-0.16987465635520593
1540217399728,0.014687007283572853,-1.6083695793179473,-0.17064225819544876
1540217399761,0.010382420341082976,-1.620426943223248,-0.1718500604634921
1540217399794,0.004015728463860128,-1.6333652174314937,-0.17338068702417356
1540217399828,-0.004238040124104384,-1.6475628581049249,-0.17554631579049357
1540217399861,-0.01985591099428994,-1.662404939444122,-0.18275265122091217
1540217399894,-0.04225911160295519,-1.6795949071611727,-0.19824930826313866
1540217399927,-0.06346426043746185,-1.6990896724862636,-0.22223343511610397
1540217399961,-0.0801087768036852,-1.7194819152512026,-0.24682851070635306
1540217399994,-0.09302583963270934,-1.7369210506008013,-0.2733427369250615
1540217400027,-0.10669822259113992,-1.7584652344625091,-0.3017135726274471
1540217400061,-0.12163750798364245,-1.7721414205032564,-0.33161783890485713
1540217400095,-0.156309863706967,-1.7747477607049564,-0.362800793008833
1540217400129,-0.17722158983177871,-1.7755388889572814,-0.3985992141628971
1540217400163,-0.20758830782218768,-1.7652904283506865,-0.4629329546747425
1540217400197,-0.23710076349887402,-1.757551445403368,-0.5162670267821841
1540217400231,-0.2716176368211844,-1.755893780021949,-0.5756021450030041
1540217400265,-0.32683900398473115,-1.7442011235730175,-0.6511416816228771
1540217400299,-0.38122297874499206,-1.7350879382557374,-0.7121973681053143
1540217400333,-0.44384148763128284,-1.7277482009299905,-0.7809864175182454
1540217400366,-0.5006653119705085,-1.7268351347042414,-0.8426965682925236
1540217400399,-0.5198468161668961,-1.7454806924920316,-0.8928272417343358
1540217400432,-0.5438996987598271,-1.7520883873361983,-0.8818912908725024
1540217400466,-0.5878023333068505,-1.7486049863473072,-0.9054922805914424
1540217400499,-0.620724116828125,-1.7727119129734665,-0.9217586834013934
1540217400532,-0.663023682199826,-1.7951056075060148,-0.9148078161950775
1540217400565,-0.7125838009743641,-1.818523880858075,-0.9154829609950462
1540217400598,-0.7487407546221853,-1.8509524822021663,-0.8961898235622167
1540217400632,-0.7863164522279192,-1.878776391300489,-0.8779683445757087
1540217400665,-0.8242940990142075,-1.913135340272462,-0.8560930326848327
1540217400698,-0.8517218784931746,-1.9410057502748432,-0.8319737531169776
1540217400731,-0.8846429915981564,-1.9782297721812463,-0.8016170670077546
1540217400764,-0.9117754926528806,-2.0240899134377432,-0.7632783925755187
1540217400798,-0.9354746764345507,-2.074944361995189,-0.7255648307487521
1540217400832,-0.9619603726935647,-2.12544453523866,-0.6907203516925232
1540217400866,-0.9899642799713599,-2.186845449190668,-0.650611570999759
