"ImageName","Grade","TrackID"
"various_C11_equirec_2048x1024_CSH_q00.jpg","3","1540202214277"
"various_C8_equirec_2048x1024_CSH_q00.jpg","2","1540202231983"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","3","1540202239056"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","4","1540202255413"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540202267254"
"various_C3_equirec_2048x1024_CSH_q00.jpg","3","1540202284130"
"various_C12_equirec_2048x1024_CSH_q00.jpg","1","1540202318173"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","5","1540202328825"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540202336581"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540202344245"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540202356346"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540202375526"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540202389051"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","3","1540202399473"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","3","1540202408552"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","4","1540202419654"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540202431801"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","2","1540202442827"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540202447883"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","3","1540202465309"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540202473511"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","3","1540202483132"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","5","1540202490537"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540202503355"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540202513469"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540202520360"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","5","1540202529970"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","5","1540202541602"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","3","1540202549025"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540202556132"
