"ImageName","Grade","TrackID"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","4","1540217173687"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540217196268"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","4","1540217208844"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","2","1540217237377"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","4","1540217245615"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","5","1540217255400"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","4","1540217264075"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","3","1540217271923"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540217283942"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","4","1540217299421"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","5","1540217312450"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","4","1540217321471"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","5","1540217329462"
"various_C3_equirec_2048x1024_CSH_q00.jpg","4","1540217339136"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540217352094"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","2","1540217359560"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540217366811"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","1","1540217376446"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540217381887"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540217386752"
"various_C8_equirec_2048x1024_CSH_q00.jpg","1","1540217393558"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540217399557"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540217406112"
"various_C11_equirec_2048x1024_CSH_q00.jpg","2","1540217414142"
"various_C12_equirec_2048x1024_CSH_q00.jpg","2","1540217424752"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","4","1540217435867"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540217449902"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","3","1540217454302"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","4","1540217459772"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540217475701"
