"ImageName","Grade","TrackID"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540214520881"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","4","1540214544629"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540214586347"
"various_C3_equirec_2048x1024_CSH_q00.jpg","2","1540214599939"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540214618259"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540214632248"
"various_C11_equirec_2048x1024_CSH_q00.jpg","4","1540214642931"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","3","1540214658354"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","5","1540214679235"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540214690844"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","5","1540214701970"
"various_C8_equirec_2048x1024_CSH_q00.jpg","2","1540214713937"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","5","1540214722529"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540214730937"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","3","1540214738527"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","2","1540214746431"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540214754059"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540214760870"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540214771845"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540214779322"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540214788675"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","4","1540214797813"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","2","1540214806366"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","4","1540214812891"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540214823106"
"various_C12_equirec_2048x1024_CSH_q00.jpg","2","1540214832800"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","5","1540214846595"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","4","1540214854198"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","3","1540214861708"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","2","1540214869777"
