"ImageName","Grade","TrackID"
"various_C3_equirec_2048x1024_CSH_q00.jpg","3","1540202908849"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","4","1540202935594"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540202970954"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","5","1540202985493"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540203028355"
"various_C11_equirec_2048x1024_CSH_q00.jpg","4","1540203033738"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540203041222"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","5","1540203059322"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","4","1540203079992"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","4","1540203087186"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540203107724"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540203112676"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","4","1540203128093"
"various_C8_equirec_2048x1024_CSH_q00.jpg","1","1540203142795"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540203151689"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540203155761"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540203158746"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","1","1540203166266"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","4","1540203170130"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","4","1540203195973"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540203201694"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540203208141"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","4","1540203212207"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","3","1540203217068"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540203222145"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","5","1540203232694"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","4","1540203246034"
"various_C12_equirec_2048x1024_CSH_q00.jpg","1","1540203250707"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","4","1540203256885"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","5","1540203260964"
