"ImageName","Grade","TrackID"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","4","1540216110542"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","4","1540216134467"
"various_C8_equirec_2048x1024_CSH_q00.jpg","2","1540216165146"
"various_C11_equirec_2048x1024_CSH_q00.jpg","3","1540216207370"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540216250300"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","4","1540216273929"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","2","1540216306131"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540216323534"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540216336514"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","2","1540216346369"
"various_C12_equirec_2048x1024_CSH_q00.jpg","2","1540216358377"
"various_C3_equirec_2048x1024_CSH_q00.jpg","2","1540216385004"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540216400342"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","3","1540216430146"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","3","1540216449703"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540216459340"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","3","1540216473116"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540216482585"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","3","1540216495456"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","3","1540216505877"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540216518932"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","3","1540216526873"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","3","1540216540615"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540216550537"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540216560278"
"various_C10_equirec_2048x1024_CSH_q00.jpg","3","1540216569239"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","3","1540216578523"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","2","1540216585828"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540216600784"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","4","1540216607463"
