"ImageName","Grade","TrackID"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","4","1540224976619"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","2","1540225057717"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540225079871"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","3","1540225103545"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","4","1540225135283"
"various_C8_equirec_2048x1024_CSH_q00.jpg","1","1540225162125"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","2","1540225193923"
"various_C12_equirec_2048x1024_CSH_q00.jpg","1","1540225217045"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540225232473"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","4","1540225249291"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540225284153"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540225306343"
"various_C3_equirec_2048x1024_CSH_q00.jpg","5","1540225323537"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540225348330"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","3","1540225363209"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","2","1540225384651"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","3","1540225401629"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","3","1540225413109"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540225424392"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540225431779"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540225452539"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540225469223"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","5","1540225491826"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540225517120"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540225528390"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","2","1540225535546"
"various_C11_equirec_2048x1024_CSH_q00.jpg","1","1540225546412"
"various_C10_equirec_2048x1024_CSH_q00.jpg","3","1540225555891"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","5","1540225584145"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","4","1540225603258"
