Time,Roll,Pitch,Yaw
1540213834927,0.0,0.0,0.0
1540213834961,0.09185988327996576,-1.9203007491784303,-0.029360498906653074
1540213834994,0.10298119780586514,-1.9197681861783147,-0.02662385389484975
1540213835027,0.10622906887717891,-1.9157010143437343,-0.02076429105023674
1540213835060,0.10518650113823129,-1.912553837139184,-0.019070466773905947
1540213835094,0.10159676093386762,-1.9097734410125442,-0.0160637852477834
1540213835127,0.10501489285193169,-1.910205043291173,-0.013721736012288203
1540213835160,0.10610824616663964,-1.9103859855749479,-0.011558128231351824
1540213835193,0.10685735409726907,-1.9131250674951594,-0.012437788785505296
1540213835227,0.1052216064324421,-1.914535450592769,-0.015354385083933912
1540213835260,0.1041679266991337,-1.9153412104110583,-0.01601626588799264
1540213835293,0.10509050755973914,-1.9171015096170494,-0.017186409152961206
1540213835326,0.11229896181895792,-1.9218838775949771,-0.024915475325828707
1540213835359,0.11820264060855004,-1.9236932763162475,-0.03312329950123686
1540213835393,0.11166449187117168,-1.9301992583914394,-0.03474357645618449
1540213835427,0.10448160850485681,-1.9346932164417687,-0.036652891199796665
1540213835460,0.10281184370896222,-1.945741474495336,-0.03600040088440171
1540213835493,0.10474271575162501,-1.9573365294122196,-0.0369884910972121
1540213835527,0.09993983337628069,-1.9687583616685065,-0.039516372655703846
1540213835560,0.08902355655365918,-1.9833471192675574,-0.04384255931283346
1540213835593,0.07789630037372759,-1.9983179655065324,-0.05154954924581397
1540213835627,0.06665900573184988,-2.012351417025811,-0.062299430069659885
1540213835661,0.04793145043773678,-2.028633150530342,-0.08017892991194676
1540213835695,0.02294525275998781,-2.0473624769585257,-0.10725734391322839
1540213835730,-0.013316942030672517,-2.0680465200306073,-0.1415983744135375
1540213835764,-0.0454203906782859,-2.083433906646637,-0.17557116658093747
1540213835798,-0.08499470936318186,-2.0999834110499274,-0.21289358797017668
1540213835832,-0.13124643563888802,-2.112501942628157,-0.2583696670520211
1540213835865,-0.19850811507183042,-2.1304258090016894,-0.32984636431734116
1540213835898,-0.23448039900840473,-2.1370010533254766,-0.37583016397220453
1540213835931,-0.27345478708364196,-2.135804847381417,-0.41715183600230127
1540213835965,-0.30749910712239115,-2.1349666306540325,-0.45270635246173396
1540213835999,-0.33281380318940523,-2.130480212021687,-0.48842933737940974
1540213836032,-0.3602358914936176,-2.1229823618168275,-0.519778146444105
1540213836065,-0.38584676031474413,-2.116034981534086,-0.55228035558078
1540213836098,-0.41080513484059944,-2.1125989065733695,-0.5802018868608401
1540213836131,-0.4359469121994064,-2.1114382280725463,-0.6051443191437126
1540213836164,-0.4672340631840445,-2.107877805032538,-0.631485359092701
1540213836198,-0.4934835153704043,-2.104775095263372,-0.6545996787522927
1540213836232,-0.5179997536519437,-2.1000737859103724,-0.6781291242635598
1540213836266,-0.5404603980777065,-2.0936269475952414,-0.6962705775686148
1540213836300,-0.5637255865546985,-2.0889601201223127,-0.7102333620844856
1540213836333,-0.5908993894437229,-2.083297314189357,-0.7289595930177959
1540213836366,-0.6191140108241362,-2.074460187606732,-0.7476917355709528
1540213836399,-0.6450680179737179,-2.0641408175660656,-0.7673763414395729
