Time,Roll,Pitch,Yaw
1540213554961,0.0,0.0,0.0
1540213554995,0.021414122634004617,-2.435631517308073,-0.09686908240374426
1540213555028,0.01721829782720251,-2.421480465199971,-0.06788027888569044
1540213555062,0.013647973161316274,-2.4100849260558936,-0.03915797289485216
1540213555096,0.00907719395009557,-2.405721028377762,-0.013144717419934435
1540213555130,0.003493069602412611,-2.406986516135264,0.009176732998401717
1540213555163,-0.001925328545970155,-2.411354617899093,0.024022260382162684
1540213555196,-0.005974047584885202,-2.4193442340362834,0.030656334312875875
1540213555229,-0.00856046251424156,-2.4259513918038498,0.027511421213142397
1540213555263,-0.007578882765020204,-2.4321670996013998,0.01163192880655623
1540213555297,-0.0035334415035109495,-2.43195672638266,-0.003867765998638481
1540213555330,0.0073155268579953555,-2.4275625860716703,-0.014154732263544956
1540213555364,0.020625900940851205,-2.420798601454044,-0.020636458918101282
1540213555398,0.039554312963602956,-2.4077269505033527,-0.020422234185449247
1540213555431,0.06107188377222127,-2.3932788086846513,-0.014604410898323247
1540213555465,0.08072325951083249,-2.3808316341215527,-0.006202537596131294
1540213555499,0.09258738097674706,-2.3711677531547326,4.2495352194994837E-4
1540213555533,0.10557929337497525,-2.3642582569900585,0.015165575983710761
1540213555567,0.1180890426424441,-2.3585707835448453,0.0270151369514062
1540213555601,0.1271779714587611,-2.3547904119925804,0.03559110571987662
1540213555634,0.1355966129235897,-2.35210452824143,0.04380667181659227
1540213555667,0.13842012662134118,-2.3537948516025855,0.04619347126806839
1540213555700,0.1412152408943764,-2.359417956404279,0.050788988295921676
1540213555733,0.14103274950633,-2.366914745211581,0.048112539886884874
1540213555766,0.13584543986261632,-2.37522839349633,0.038492166268350246
1540213555799,0.12493331604017271,-2.3768033288325556,0.02608594370386773
1540213555835,0.11257415595497616,-2.375148849216972,0.017461844761377972
1540213555869,0.0957221952861241,-2.3707041186163487,0.003075455077245935
1540213555903,0.07134727494235767,-2.3643315193149252,-0.020409359069224045
1540213555937,0.04441121549195177,-2.350185087378186,-0.061797433953709326
1540213555971,0.027345930017826293,-2.3384084444590085,-0.0696891559722267
1540213556004,0.032557854906875766,-2.3249554944137425,-0.07815329635647696
1540213556037,0.033064499939178225,-2.3119576618636497,-0.08513141753301728
1540213556070,0.030345750206050005,-2.304085877900847,-0.09065218859984099
1540213556103,0.022873365247224563,-2.2831639247498963,-0.1115938559283566
1540213556136,0.021138493285350935,-2.2723526015388718,-0.1171948445422903
1540213556169,0.02050184054285884,-2.2458709825268426,-0.12202388402710942
1540213556204,0.018415581443603706,-2.2269176618812843,-0.12795231833226411
1540213556237,0.012870113996984851,-2.2093168419221048,-0.13438678660792422
1540213556270,-0.0013794605850524755,-2.1933744541656415,-0.13683217148336171
1540213556304,-0.040064282985194724,-2.1920071110975066,-0.12281693839639403
1540213556337,-0.034321435597338266,-2.1937160653438683,-0.13463547175214932
1540213556371,-0.02449700429941649,-2.1930319348756675,-0.14094182282486425
1540213556404,-0.02239809529091834,-2.197824399942698,-0.1434839664610491
1540213556438,-0.018249293961759196,-2.200329555539237,-0.14922219349733215
1540213556472,-0.01188751143254166,-2.200508845561004,-0.1598514345806835
1540213556506,-0.004549536500144395,-2.1991533117449436,-0.1669380026864253
1540213556540,0.006780855818323974,-2.1968528182472733,-0.16709062785889373
1540213556574,0.01573406666497199,-2.1981703716864534,-0.1681273104336066
1540213556608,0.022250694002532108,-2.198313408220123,-0.16643838337073147
1540213556641,0.030290922971504826,-2.1982959544045855,-0.1622104676358457
1540213556674,0.041064279291484033,-2.200770735356244,-0.15199031160826865
1540213556707,0.04925654487327542,-2.200876489078247,-0.14151366690076092
1540213556740,0.0555308291254851,-2.1994883848847753,-0.13394186773715006
1540213556774,0.06642561747808734,-2.1983968224580805,-0.12807468103813818
1540213556808,0.07470671694967024,-2.198897773307175,-0.12192531546813187
1540213556842,0.08451777715689811,-2.2013875348113094,-0.11943097076337048
1540213556876,0.0877759968713199,-2.1986676957737807,-0.1052837398384152
1540213556909,0.113376920141327,-2.196781385840306,-0.08574259381561905
1540213556942,0.13285160674186738,-2.1937247234461816,-0.07352527126902429
1540213556975,0.15864051879979446,-2.1904081174842887,-0.04757454636097822
1540213557008,0.19994346179759742,-2.189946159843912,-0.02034515911969859
1540213557041,0.2238279297582758,-2.190041840968205,0.007288080677647004
1540213557074,0.24791016211586026,-2.190428647581389,0.035222905573145016
1540213557107,0.2591112865477799,-2.1899921495002213,0.06586335248452797
1540213557140,0.26630080643948345,-2.191024026512913,0.08446691989729496
1540213557173,0.2669263785609994,-2.1906006142336962,0.09501368201678025
1540213557206,0.25943329503525636,-2.1868011079428777,0.10004610758852862
1540213557239,0.2500834330279168,-2.1821914475542,0.10460049208208724
1540213557272,0.2450209517065451,-2.1727703400117484,0.1144937161879551
1540213557306,0.2436302020116549,-2.161629676043735,0.12456828627211765
1540213557340,0.24071594144174357,-2.149025004953326,0.13054795870876293
1540213557374,0.23313333191862254,-2.132552187849592,0.1342619061978765
1540213557407,0.23215070778627003,-2.123343421308605,0.12737785031591536
1540213557441,0.21945691697206954,-2.109649532150493,0.11918856819954204
1540213557475,0.20398580274201913,-2.0931745729177433,0.1105821990621016
1540213557509,0.19317734038621953,-2.073464209295344,0.09759179942276225
1540213557543,0.18735770692623807,-2.0550812952594124,0.09531096783560765
1540213557576,0.1881095333974626,-2.037755798488303,0.09573858068596992
1540213557612,0.18933792069047367,-2.0223257913120376,0.09644366712714149
1540213557647,0.19284749132453796,-1.9985971855529592,0.10066706332952632
1540213557681,0.19692413172865572,-1.9830064896640982,0.10715447782680301
1540213557715,0.19889528452355376,-1.9672894852642835,0.11258097805800131
1540213557749,0.1982349653779924,-1.9519538278585757,0.11776947633733491
1540213557783,0.19933817817306862,-1.9350389098328282,0.12345809655735665
1540213557817,0.20491926104642866,-1.9218464348983282,0.1344743159425772
1540213557851,0.20605392615721035,-1.9047108861477324,0.13527152793668934
1540213557884,0.2060758046037035,-1.8902943092684503,0.14140493251268943
1540213557917,0.21098541153213443,-1.8722585525847022,0.14969728978507196
1540213557951,0.21160245881990433,-1.8517157358908272,0.15392964656702493
1540213557985,0.21236113771253773,-1.8296503170366207,0.1542513510831715
1540213558019,0.21153545888749833,-1.8065774877548386,0.15396918242248187
1540213558054,0.2078560236592396,-1.786664057424025,0.15008154929382103
1540213558088,0.2060380591297825,-1.7649714397974108,0.14362906410015416
1540213558121,0.20160551797197865,-1.7432889037322805,0.13527180358164526
1540213558154,0.19670708885906255,-1.7207680478282077,0.12401904023241304
1540213558187,0.1879311845919421,-1.7007789878292747,0.10737261873608098
1540213558220,0.1756839346005461,-1.6820716304869157,0.08081573941742864
1540213558253,0.16752727748645582,-1.6695655120345585,0.04353277821456296
1540213558287,0.15475301334845706,-1.6586633404668094,-0.006634984637019276
1540213558321,0.13957952853629405,-1.6486284061463556,-0.05911046243060834
1540213558355,0.1229330940694885,-1.643613385052786,-0.11696572180389014
1540213558389,0.1059709444696888,-1.643531003104977,-0.17483151582654383
1540213558423,0.09778533154357735,-1.642039422337997,-0.2170378775500213
1540213558457,0.10393938679978747,-1.639514987501471,-0.23421418599388377
1540213558491,0.11723460460075236,-1.6339829234676226,-0.2463313002930488
1540213558524,0.1287528421494305,-1.6282646666047564,-0.2540833892154625
1540213558558,0.1371131088437911,-1.619350819603719,-0.2641242467795092
1540213558592,0.14272630494228325,-1.608841920603953,-0.27528212477240427
1540213558626,0.15055096035572657,-1.5972647031113767,-0.28249463556647864
1540213558660,0.16461458063612777,-1.580216174918052,-0.2902457285555244
