"ImageName","Grade","TrackID"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540200586228"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","3","1540200598406"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","2","1540200616820"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","4","1540200625293"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","4","1540200658424"
"various_C8_equirec_2048x1024_CSH_q00.jpg","1","1540200668027"
"various_C12_equirec_2048x1024_CSH_q00.jpg","1","1540200679340"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","4","1540200685060"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540200704163"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540200711095"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","3","1540200718360"
"various_C3_equirec_2048x1024_CSH_q00.jpg","2","1540200725236"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540200736033"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","3","1540200743904"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540200755984"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","2","1540200767506"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540200776600"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540200800169"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","2","1540200805311"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","2","1540200813587"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540200823943"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540200831569"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540200837079"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540200848411"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540200854947"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540200859718"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","3","1540200866107"
"various_C11_equirec_2048x1024_CSH_q00.jpg","2","1540200883812"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","4","1540200888508"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","3","1540200897636"
