"ImageName","Grade","TrackID"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540218460516"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","4","1540218546052"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","2","1540218588500"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","4","1540218619335"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","5","1540218643500"
"various_C12_equirec_2048x1024_CSH_q00.jpg","2","1540218656958"
"various_C3_equirec_2048x1024_CSH_q00.jpg","4","1540218676453"
"various_C8_equirec_2048x1024_CSH_q00.jpg","3","1540218692892"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","3","1540218713249"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540218722857"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540218730447"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540218738339"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","3","1540218743297"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540218756784"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","5","1540218771866"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540218793803"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","4","1540218801351"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","4","1540218809443"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540218822278"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540218834466"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","2","1540218839409"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","4","1540218846813"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540218858794"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540218867221"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540218874957"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","4","1540218881326"
"various_C11_equirec_2048x1024_CSH_q00.jpg","2","1540218897658"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","4","1540218906025"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","2","1540218919317"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540218926953"
