"ImageName","Grade","TrackID"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","3","1540203367109"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","5","1540203376091"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","4","1540203385972"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540203393284"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","5","1540203400521"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540203408561"
"various_C3_equirec_2048x1024_CSH_q00.jpg","3","1540203412245"
"various_C12_equirec_2048x1024_CSH_q00.jpg","1","1540203417765"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","3","1540203423399"
"various_C8_equirec_2048x1024_CSH_q00.jpg","2","1540203428333"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","4","1540203434134"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540203440812"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540203445110"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540203451214"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","3","1540203454671"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","3","1540203462537"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","4","1540203468174"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","3","1540203475032"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540203485954"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","2","1540203490437"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","3","1540203496099"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540203504480"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540203508495"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","4","1540203514545"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540203519703"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540203523889"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","3","1540203526705"
"various_C11_equirec_2048x1024_CSH_q00.jpg","1","1540203532946"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","3","1540203536752"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","5","1540203543309"
