"ImageName","Grade","TrackID"
"various_C8_equirec_2048x1024_FFIIwGC_q00.jpg","4","1540209960932"
"various_C12_equirec_2048x1024_FFIIwGC360_q00.jpg","2","1540209975293"
"various_C3_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540209985204"
"various_C10_equirec_2048x1024_FFIIwGC_q00.jpg","1","1540210002190"
"various_C11_equirec_2048x1024_Criminisi_q00.jpg","2","1540210010471"
"various_C8_equirec_2048x1024_CSH_q00.jpg","2","1540210020268"
"various_C11_equirec_2048x1024_CSH_q00.jpg","2","1540210039538"
"various_C10_equirec_2048x1024_CSH360_q00.jpg","3","1540210049158"
"various_C12_equirec_2048x1024_CSH360_q00.jpg","3","1540210060817"
"various_C3_equirec_2048x1024_CSH360_q00.jpg","4","1540210067556"
"various_C11_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540210074047"
"various_C3_equirec_2048x1024_Criminisi360_q00.jpg","4","1540210079348"
"various_C10_equirec_2048x1024_Criminisi360_q00.jpg","4","1540210083509"
"various_C12_equirec_2048x1024_Criminisi_q00.jpg","3","1540210090707"
"various_C8_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540210095376"
"various_C12_equirec_2048x1024_Criminisi360_q00.jpg","4","1540210105464"
"various_C8_equirec_2048x1024_CSH360_q00.jpg","5","1540210112656"
"various_C10_equirec_2048x1024_Criminisi_q00.jpg","1","1540210121535"
"various_C3_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540210125514"
"various_C8_equirec_2048x1024_Criminisi360_q00.jpg","5","1540210136024"
"various_C10_equirec_2048x1024_FFIIwGC360_q00.jpg","1","1540210144770"
"various_C11_equirec_2048x1024_Criminisi360_q00.jpg","4","1540210149792"
"various_C3_equirec_2048x1024_CSH_q00.jpg","3","1540210154992"
"various_C12_equirec_2048x1024_CSH_q00.jpg","2","1540210158933"
"various_C11_equirec_2048x1024_CSH360_q00.jpg","4","1540210161483"
"various_C3_equirec_2048x1024_Criminisi_q00.jpg","3","1540210165434"
"various_C12_equirec_2048x1024_FFIIwGC_q00.jpg","2","1540210169102"
"various_C10_equirec_2048x1024_CSH_q00.jpg","1","1540210171745"
"various_C11_equirec_2048x1024_FFIIwGC360_q00.jpg","3","1540210174514"
"various_C8_equirec_2048x1024_Criminisi_q00.jpg","5","1540210179852"
