Time,Roll,Pitch,Yaw
1540217283946,0.0,0.0,0.0
1540217283980,0.0,0.0,0.0
1540217284013,0.08845316303526955,2.1100318712967265,-0.11197639827928321
1540217284047,0.09001994518422624,2.11995341427762,-0.11250944485854297
1540217284081,0.09146366096503245,2.128443343468819,-0.11281150809738826
1540217284114,0.09273748364187784,2.1385137669575176,-0.11723383079596257
1540217284147,0.09408130609462942,2.1456578476336228,-0.1177830757160929
1540217284181,0.09655657792001256,2.154340385011386,-0.11849260318183708
1540217284215,0.09502553235654446,2.1630690586208425,-0.1189261853744086
1540217284248,0.09546676718836702,2.1759875470442536,-0.11861304633928463
1540217284281,0.09635016933099001,2.1930144778196485,-0.11714146250207594
1540217284314,0.09382698717686462,2.2107366955558154,-0.11494885567517138
1540217284347,0.08561093819344485,2.2277394446579346,-0.11165830191610406
1540217284380,0.06917702182224057,2.2478198185927525,-0.0945346358251909
1540217284413,0.048788457917895135,2.2647505098857312,-0.059054912332299
1540217284448,0.024281347281656988,2.284065855160829,-0.012727088076237295
1540217284482,-0.012482328525298706,2.3083381079247802,0.03323555321778402
1540217284516,-0.056714343867478215,2.334058259103359,0.08173573619278195
1540217284550,-0.11270434974159034,2.367433735071068,0.13779158920252563
1540217284584,-0.1768327888919242,2.3956790744166327,0.18085247599922674
1540217284617,-0.24939322789998455,2.423488741068886,0.22116373121131344
1540217284650,-0.3110076285080106,2.442830231733524,0.2700880051579069
1540217284684,-0.3741741297825367,2.455618576922519,0.3207164807472175
1540217284717,-0.42820455826688414,2.464777454657079,0.3592648697315469
1540217284750,-0.4871145514229215,2.46325544468246,0.40204022448781396
1540217284783,-0.5392408668804965,2.454884135961849,0.4415903148123126
1540217284817,-0.5734801110323444,2.4554048299704108,0.47596244823573913
1540217284851,-0.6245068876440503,2.4551259548622117,0.49812503025373334
1540217284885,-0.6573579089080201,2.4651586405929136,0.5036997894323848
1540217284919,-0.6813656067346106,2.4808080653996827,0.5018285081382357
1540217284953,-0.7078583112261759,2.496492281737484,0.4870127849161381
1540217284986,-0.7232213131876635,2.5115334919650545,0.48323396984287004
1540217285019,-0.7384643125726439,2.521431090829289,0.48207386406159386
1540217285053,-0.7581419851546066,2.5368868574154737,0.47436685343387813
1540217285087,-0.7776169442767185,2.5569094436326623,0.4628491002610988
1540217285120,-0.7938852445627407,2.579687532827316,0.4499033344753815
1540217285155,-0.8077684040661532,2.6071947361363934,0.4303486785196635
1540217285188,-0.823459112850358,2.6403119941605677,0.40764844238684017
1540217285224,-0.8319856967308024,2.6801208413261124,0.3749859072808428
1540217285258,-0.8334396600139435,2.775157946541472,0.2998350642689202
1540217285292,-0.8156258821769661,2.8430913956217387,0.2472496911286943
1540217285326,-0.7820119342130716,2.927767604888128,0.1831790796234997
1540217285360,-0.737460570904954,3.0119038914028584,0.12107306400396962
1540217285394,-0.6885896645422724,3.0944535959262436,0.06354612632286014
1540217285428,-0.6337648386494141,-3.107478459965601,0.012750791406775526
1540217285461,-0.5826268365554272,-3.045348335041215,-0.02066782237572067
1540217285494,-0.5255822274558923,-2.9868991082190632,-0.048839761326216535
1540217285527,-0.46859464785903904,-2.936370870448403,-0.06841621651253349
1540217285560,-0.40335676956928673,-2.8710671916687844,-0.09789103524595523
1540217285594,-0.33529409295537,-2.819257503297887,-0.13197128959231635
1540217285628,-0.2647664222855529,-2.7663111437912407,-0.1532376359438801
1540217285662,-0.21205286631626144,-2.7265181824128883,-0.16512283299116579
1540217285696,-0.15436485189576316,-2.686549302056544,-0.18319661836184273
1540217285730,-0.08988256809510087,-2.646112648731816,-0.20148125651980786
1540217285763,-0.01690563914222041,-2.6007015556873627,-0.2083314306591843
1540217285796,0.048717939225659604,-2.558602045134092,-0.20989263942619057
1540217285829,0.0999498050302889,-2.5161241343399756,-0.19591298528849796
1540217285863,0.13914576428700054,-2.4830939823465217,-0.17630250249496618
1540217285896,0.16724028846858516,-2.455590588458161,-0.16324244686824857
1540217285929,0.19434144602529835,-2.4271909850889815,-0.1439978255113106
1540217285962,0.20958312972872412,-2.405323424472193,-0.12289361091045231
1540217285995,0.22095131422933212,-2.380651119962958,-0.10680571987545193
1540217286029,0.22782846353676187,-2.3519505373915464,-0.09450776401160739
1540217286062,0.23422828956286612,-2.3221253479538078,-0.08416823598526403
1540217286096,0.23686277906461167,-2.2893736026783875,-0.07526889451699319
1540217286129,0.24064908513183636,-2.2461672853379833,-0.06549989162263821
1540217286162,0.23787745840264748,-2.1970807624026247,-0.05699384312431172
1540217286195,0.21850549311137335,-2.147548989530694,-0.05438942945248972
1540217286229,0.18340715714578643,-2.097389339645381,-0.06000205293690797
1540217286263,0.15801956089419422,-2.051550922984342,-0.07918371028149888
1540217286296,0.1547933335794283,-2.0037846033540516,-0.09966239088201419
1540217286330,0.1575824587672525,-1.9560563227282957,-0.10976572880321123
1540217286364,0.1529439189745371,-1.9137654624669047,-0.11199902005271313
1540217286397,0.1411514110754543,-1.8834781678893353,-0.12478105847477822
1540217286430,0.13359530645173387,-1.8579251526054945,-0.14377079415689178
1540217286463,0.1318951552623481,-1.8390824790877727,-0.16077890598312877
1540217286497,0.12618940877512722,-1.8221020964359185,-0.1699652594932571
1540217286530,0.12256144765415523,-1.8066269750753183,-0.17255738924105685
1540217286563,0.12303801329463872,-1.7956406286686892,-0.17493094462582714
1540217286596,0.1196030387150704,-1.792793221874356,-0.17557802009710075
1540217286629,0.11894840673796149,-1.7916232979998574,-0.17629235470430138
1540217286662,0.1172172208916679,-1.7920629380505353,-0.17612356587982467
1540217286696,0.110766581620794,-1.7889471448687033,-0.1774298233573175
1540217286729,0.10627674422362762,-1.7853191675194204,-0.17761754335478724
1540217286762,0.10325583127382916,-1.7785687627682882,-0.1809309238720058
1540217286795,0.09852408215708895,-1.767662724703703,-0.18695510297203985
1540217286829,0.09296232665438622,-1.7517745805243738,-0.19498692529222955
1540217286863,0.08928381278714893,-1.7322917209846753,-0.19604957303799186
1540217286897,0.08604593143092024,-1.7109786303042982,-0.19329662096318317
1540217286932,0.08385219671600487,-1.6863158545035,-0.18865859593570908
1540217286966,0.08341356661212337,-1.6642283291468278,-0.1818804946477621
1540217287000,0.08591178106897046,-1.643885061002966,-0.1789289246899048
1540217287034,0.08714550607995639,-1.6189930950175957,-0.1766427703830557
1540217287067,0.08962809202362386,-1.6097756563725718,-0.17533547346480946
1540217287100,0.0920825485860872,-1.5849044031695638,-0.1725327044906146
1540217287133,0.09329790376152534,-1.5629830487998162,-0.16995119501733003
1540217287167,0.09559740696003216,-1.5375124030607958,-0.16705372700448481
1540217287200,0.0970160653152572,-1.5095183442203182,-0.1650321090589582
1540217287233,0.09769260864826498,-1.4818781861171595,-0.16453381966835023
1540217287266,0.09999436601283226,-1.4548687030295209,-0.1656854605382787
1540217287300,0.10192790727075782,-1.4322383897647633,-0.16317532822676167
1540217287334,0.10558289091100272,-1.409466907672886,-0.16195122857449556
1540217287367,0.1074725016454264,-1.388994058429216,-0.16062087538920858
1540217287401,0.10943617936190896,-1.3681149634540428,-0.15725113251056153
1540217287435,0.1132021052663184,-1.3486216700592428,-0.15415630864193838
1540217287468,0.11886389226108085,-1.3235994757047753,-0.15203934477876932
1540217287502,0.1219326958946186,-1.300231550636608,-0.15232046939195612
1540217287535,0.12675340252851128,-1.2772186249050883,-0.1514798565111893
